山东 , 100944728 , 未知 , 风流倜傥夜三少 , 495 , 4 , 0 , 
浙江 , 296371263 , 未知 , 不摇碧莲淦 , 23 , 3 , 1 , 系统原装
广东 , 296391645 , 未知 , 1223a , 78 , 0 , 0 , 
广东 , 296399757 , 未知 , 米哈游awwbwg , 23 , 11 , 0 , 
广东 , 296412767 , 未知 , 外号带有小 , 4300 , 24 , 13 , 我是国一摆烂王，主打一个消极游戏
福建 , 296432278 , 未知 , 食物应急 , 31913 , 35 , 101 , hi
四川 , 296433230 , 未知 , sevena , 9 , 6 , 0 , 
广西 , 296468142 , 未知 , 该用户已被封了 , 66 , 90 , 6 , 保留会消失的那些东西，又有什么意义？
浙江 , 296475397 , 未知 , 荒泷第一逗 , 30 , 11 , 1 , 哈哈哈哈哈哈哈哈哈哈哈哈好
江西 , 296568422 , 男 , 只此无涯 , 593 , 17 , 2 , 你们遗忘，我铭记
安徽 , 296587271 , 未知 , 无语mmi , 232 , 251 , 9 , 。。。
江西 , 296589079 , 未知 , Hjkkgfjur , 4 , 0 , 0 , 
北京 , 296600171 , 男 , DrHJS , 99 , 4 , 0 , 什么样的个性签名才能不涉及敏感内容呢
河南 , 296622801 , 未知 , 云堇老婆真好看 , 365 , 5 , 2 , 任何旧事物都终将被新事物取代，但是我们可以保证让自己不变成旧事物，自我革命是个好方法
江苏 , 296641653 , 未知 , 银狐队长 , 300 , 29 , 0 , 老萌新
北京 , 296658315 , 未知 , 我却没有 , 3002 , 24 , 7 , 
安徽 , 296664886 , 未知 , 剑落星辰咩 , 664 , 0 , 1 , 
江苏 , 296700639 , 未知 , 烬奎因 , 74 , 6 , 0 , 啊巴巴
广西 , 296704271 , 未知 , 中国铁通 , 3682 , 5 , 9 , 你好呀！陌生人
河北 , 296744854 , 未知 , Hanyu智宇 , 44 , 9 , 0 , 
广东 , 296749734 , 未知 , 可雾吖 , 14 , 28 , 0 , 
河南 , 296750703 , 男 , 赫尔巴哈 , 10790 , 149 , 69 , 怀念过去的日子，思念暖暖的a
浙江 , 296763870 , 未知 , 月落云兮 , 49208 , 98 , 2516 , 星铁在职斑竹，是活哒！如有社区相关问题均可私信哦~
英国 , 296802220 , 未知 , 枣枣哦 , 9 , 8 , 1 , ……+1233
福建 , 296848383 , 未知 , 沖汾 , 68 , 3 , 0 , …
山东 , 296975280 , 未知 , 二狗子攒原石 , 129 , 4 , 0 , 
河南 , 296977397 , 男 , wdsxpromax , 16272 , 14 , 13 , 
陕西 , 297005412 , 男 , 多托雷的鸟嘴面具 , 676 , 6 , 6 , 
浙江 , 297059594 , 未知 , 慕子栖 , 89 , 6 , 1 , 可爱
湖南 , 297072538 , 未知 , 我不是青菜 , 193 , 0 , 0 , 
广东 , 297074024 , 男 , 欢愉信徒9527 , 547 , 11 , 0 , 
广西 , 297111259 , 未知 , 情黑殇杨 , 8 , 3 , 0 , 萌新一个
湖南 , 297144405 , 未知 , 鼽亾 , 1131 , 3 , 1 , 每一个开拓者都应该早睡！
广东 , 297147070 , 未知 , 九点一十九 , 953 , 18 , 3 , 
广东 , 297195206 , 未知 , phiop , 886 , 7 , 1 , 何日解放
广东 , 297215463 , 未知 , juhsjd , 55 , 7 , 1 , 。
广东 , 297250537 , 未知 , 肖总大人 , 118 , 93 , 1 , 哈哈
上海 , 297269177 , 未知 , coolguy柯 , 21 , 53 , 0 , cool！
陕西 , 297330516 , 未知 , 梦美乌乌 , 177 , 5 , 1 , 诶嘿
浙江 , 297334366 , 未知 , 硅基生命x , 29 , 16 , 0 , ……
安徽 , 297341699 , 未知 , MeterNitty , 819 , 11 , 0 , 命运就此显现~
广东 , 297399639 , 未知 , 柒淼汐 , 10 , 111 , 0 , 
福建 , 297401944 , 未知 , L璇玑7 , 143 , 10 , 0 , 
广东 , 297416354 , 未知 , 马了锭大 , 41 , 2 , 6 , b站也有视频同步更新，欢迎大家去逛逛 ୧⍢⃝୨
山东 , 297416487 , 未知 , 木糖糖A , 69772 , 55 , 75 , 每天都会是新的一天。
安徽 , 297475814 , 未知 , 随风飘羽 , 543 , 29 , 2 , 
广东 , 297491454 , 未知 , 摆烂之王6 , 55 , 0 , 1 , 649848676498483431
浙江 , 297493377 , 未知 , heeyezzz , 11 , 17 , 0 , 
山西 , 297513911 , 未知 , 半仙广缘 , 1162105 , 16 , 935 , 星辰降下，命定之运终将到来。往前看吧，旅行者。提瓦特，终将属于你。
云南 , 297519084 , 未知 , 提醒自己是来签到的 , 6037 , 21 , 12 , 米游社的屏蔽词禁用词真多啊
广东 , 297540015 , 未知 , 苍海有雨 , 405 , 35 , 2 , 
四川 , 297655574 , 未知 , 缱绻人 , 809 , 38 , 2 , 
内蒙古 , 297701466 , 未知 , 起个名字真费劲0 , 18 , 7 , 0 , 
湖北 , 297702709 , 未知 , 简单之承 , 473 , 2 , 2 , 
山西 , 297768007 , 未知 , 诸魔王大人 , 342 , 7 , 1 , 
福建 , 297780068 , 男 , 䶈 , 1355 , 8 , 0 , 。
江苏 , 297863141 , 未知 , 小木头air , 95 , 4 , 0 , 嘿嘿
河南 , 297867782 , 未知 , 极光有饭 , 5623 , 42 , 13 , 陌生人
四川 , 297876265 , 未知 , 缘检检 , 67 , 26 , 2 , 草
重庆 , 297877834 , 未知 , 子彧0 , 338 , 2 , 0 , 1
山东 , 297880939 , 未知 , 樱落ccccc , 68 , 5 , 0 , 。
上海 , 297899736 , 未知 , 解魇 , 6255 , 28 , 4 , 
广东 , 297908232 , 未知 , qmwn , 41 , 3 , 2 , 
天津 , 297920520 , 未知 , 无界编号 , 33 , 13 , 0 , 无界编号
北京 , 298028641 , 男 , 含泪喝砒霜 , 89 , 1 , 0 , 一枕黄粱终是梦
广西 , 298034448 , 未知 , 昆仑x , 88 , 26 , 2 , 
广东 , 298066384 , 男 , 觉醒的刹那 , 1 , 22 , 0 , 
陕西 , 298072180 , 未知 , jfcxdt , 206 , 6 , 0 , •ᴗ•
江西 , 298112259 , 男 , 人活着是为了什么 , 523 , 4 , 0 , 无话可说
江苏 , 298134583 , 未知 , 超勇的波波 , 4565 , 26 , 3 , 系统原装签名，送给每一个小可爱～
广东 , 298150765 , 未知 , 洗澡开着门 , 397 , 13 , 0 , 
广东 , 298192519 , 未知 , 非洲小黑猪 , 185 , 1 , 0 , 
江苏 , 298197883 , 未知 , 圣光卍降临 , 98 , 9 , 0 , 
江西 , 298226710 , 未知 , 嘿嘿嘿ugo , 0 , 6 , 0 , 
浙江 , 298236975 , 未知 , YU摆摆 , 2528 , 10 , 0 , 好耶
安徽 , 298243153 , 未知 , 周sei子 , 2029 , 102 , 16 , 哎嘿~
辽宁 , 298258966 , 未知 , 冷静冷静冷静冷静冷静 , 10 , 1 , 0 , 1
福建 , 298267868 , 未知 , 2074484589 , 49 , 1 , 0 , 。
四川 , 298326128 , 未知 , 风就九寇 , 30 , 0 , 1 , 或许不知是梦的缘故，流离之人追逐幻影。
广西 , 298349917 , 男 , 果仁糖tang , 265 , 10 , 0 , 契约追随
河北 , 298357123 , 未知 , 瑾小小榆 , 44 , 5 , 1 , 茕茕白兔，东走西顾。衣不如新，人不如故
浙江 , 298370070 , 未知 , 湫湫人qwq , 259 , 13 , 1 , 湫湫人嘿嘿嘿
山东 , 298380253 , 未知 , 道国服 , 3 , 22 , 0 , 
新疆 , 298389834 , 男 , 贝壳8 , 39 , 3 , 1 , 有着不知好歹的梦想的
广东 , 298397646 , 未知 , 蜘蛛精z , 6 , 7 , 0 , 4400
四川 , 298405801 , 未知 , 爱藤枫 , 10 , 4 , 1 , 胡桃
江苏 , 298432294 , 未知 , 挽于南风 , 7 , 2 , 0 , 嘿嘿
黑龙江 , 298433869 , 未知 , 里光 , 3311 , 76 , 8 , 
安徽 , 298441664 , 未知 , 榆林666 , 1 , 3 , 0 , 
福建 , 298461546 , 未知 , dadwdadw , 80 , 1 , 0 , 系统原装签名，送给每一位小可爱～
广东 , 298467263 , 未知 , 控道真君 , 67 , 6 , 0 , 
湖南 , 298477323 , 未知 , 梦中满是星河 , 13 , 11 , 1 , 。
江苏 , 298485110 , 未知 , 庭前昨夜秋风起 , 46 , 1 , 0 , 智者不入爱河，建设美丽中国。冤种重蹈覆辙，寡王一路硕博
陕西 , 298489949 , 未知 , 落月7 , 0 , 5 , 0 , 阿巴阿巴
浙江 , 298494103 , 未知 , 为啥不能叫糯糯 , 34 , 10 , 0 , 系统原装签名，送给每一位小可爱～
河北 , 298496970 , 女 , 长空绮世 , 57 , 13 , 0 , 你将走向何方？
湖南 , 298522405 , 未知 , 烟尘独长望 , 24081 , 10 , 22 , 
安徽 , 298527232 , 未知 , 星耀小白2005 , 918 , 9 , 3 , ？？？
山东 , 298551807 , 未知 , 曾心动于她 , 123 , 2 , 0 , 或许吧
河南 , 298567922 , 女 , 一条冰冻罗非鱼 , 152570 , 466 , 1036 , 人生如逆旅，我亦是行人
新疆 , 298582475 , 男 , 天真矮羊 , 11403 , 294 , 1567 , 回来了
广东 , 298609619 , 男 , 我是最强普信男 , 732 , 21 , 2 , 999
山西 , 298680959 , 未知 , 缘一o , 5 , 0 , 0 , 你或许永远不会知道
河北 , 298727752 , 未知 , wqf1262 , 4 , 9 , 0 , eee
安徽 , 298759031 , 未知 , 剑虚A , 4582 , 86 , 6 , 刻晴永不刮痧
贵州 , 298772645 , 未知 , 思羽嗯 , 20 , 1 , 0 , 
贵州 , 298785454 , 未知 , dkdjhddkjd , 0 , 0 , 0 , 系统原装签名，送给每一位小可爱～
北京 , 298852959 , 未知 , 是咸鱼本鱼呀 , 7592 , 51 , 24 , 真理有三部分：考查，即求取它；认识，即它已存在；信心，即运用它
吉林 , 298853777 , 未知 , siover , 49 , 7 , 0 , 已经成为莹宝的形状了
吉林 , 298860573 , 未知 , 更落魄了家人们 , 21 , 2 , 0 , 何时才能小保底出up角色啊
山西 , 298911316 , 未知 , Rigy , 24 , 1 , 1 , 春不许 再回头
山东 , 298989066 , 男 , Binah爱玩牌 , 47 , 1 , 0 , 好耶
江西 , 299023702 , 未知 , 星痕9999 , 129 , 25 , 1 , 懒
河南 , 299024718 , 未知 , Sshinki , 70 , 2 , 0 , 年少孤独的脚步
河南 , 29902895 , 男 , 司翱训改旱tn66 , 52 , 5 , 0 , 有意思
河北 , 299047693 , 未知 , 澪罗 , 541 , 4 , 1 , 脸黑
河北 , 299062029 , 未知 , 脏丝糖 , 694 , 7 , 0 , 山高狐狸野，八重是我姐
浙江 , 299087677 , 未知 , 路过的中二病少年 , 374 , 6 , 0 , 仙人降魔，三教九流之辈，勿扰
福建 , 299095977 , 未知 , 许是心酸 , 32 , 5 , 0 , 蚌埠住了
广东 , 299114235 , 未知 , 是羊羊呐 , 132 , 1 , 0 , 诶嘿，最爱芙宁娜
江苏 , 299133712 , 未知 , 童闪闪 , 717 , 7 , 3 , 提瓦特医学专家
浙江 , 2991611 , 未知 , 辉火也好绝望呀 , 93 , 49 , 3 , 我，小可爱
江苏 , 299163898 , 未知 , 10010101Re , 390 , 9 , 0 , 这个人很懒，什么都没有留下。。。
新疆 , 299185370 , 未知 , GOYOU团子 , 23 , 2 , 0 , wuwuwu
江苏 , 299198013 , 未知 , 那裤子技术 , 61 , 1 , 0 , 哈哈哈哈
山东 , 299202767 , 未知 , 谁动了我的布丁 , 10 , 7 , 0 , 当努力成了人生常态，生活就充满希望
河北 , 299222567 , 未知 , 狐孤嘞 , 291 , 7 , 3 , 啦
山东 , 299239267 , 未知 , 达布达布达布 , 7 , 16 , 1 , 等胡桃
福建 , 299241620 , 未知 , adamnn , 2796 , 1 , 1 , 嘿嘿嘿
广东 , 299270482 , 未知 , 36737374 , 5 , 10 , 0 , 
四川 , 299303051 , 未知 , 夏木桥 , 82 , 15 , 0 , 相遇就是缘分等待就是留恋
江苏 , 299324754 , 未知 , 用户1593562 , 1054 , 1 , 0 , 系统原装签名，送给每一位小可爱～
北京 , 299327599 , 未知 , 辛焱厨 , 33 , 9 , 1 , 6
广东 , 299327654 , 未知 , 持守恒心截稿人 , 1912 , 13 , 3 , 当然是选择摸鱼啦！
山东 , 29937090 , 男 , 梦馨月 , 12 , 3 , 0 , 如遇失道旷野之难路遭贼人之难水火刀兵之难鬼神药毒之难冤家恶人之难便呼我名三眼五显仙人听召前来守护
广东 , 299384781 , 未知 , 又非又穷黑某人 , 14 , 6 , 0 , 。。。
河南 , 299394639 , 未知 , 洛崽不会玩 , 73 , 5 , 0 , 
四川 , 299428869 , 未知 , 一只黑耗子 , 180 , 4 , 0 , ，
山西 , 299436068 , 未知 , 完美游戏 , 3230 , 13 , 12 , 
江西 , 299504285 , 男 , 室温税 , 290 , 10 , 1 , 啊这
山西 , 299510289 , 未知 , 对空六课专宠 , 968 , 25 , 0 , 绝区零大型活动之~~等星见雅
广东 , 299563443 , 未知 , feature丶 , 11 , 9 , 0 , Emmm
河北 , 299576904 , 未知 , BOOMfgd , 6 , 2 , 0 , 
浙江 , 299617381 , 未知 , 云寒智 , 1693 , 19 , 3 , 666
广东 , 299618328 , 未知 , 南皓曦月 , 59 , 21 , 0 , 没什么骚话
四川 , 299660268 , 男 , 黑化难受 , 29 , 13 , 0 , 好无聊啊
福建 , 299702704 , 未知 , 天才美少女一叶 , 2 , 0 , 0 , 
甘肃 , 299707044 , 未知 , 住校夫妇 , 3 , 0 , 0 , sang
天津 , 299735033 , 未知 , 普罗旺斯基 , 34388 , 21 , 78 , 小杨(≧∇≦)
广西 , 299790671 , 未知 , 寒夜任 , 68238 , 27 , 201 , 巨雷小提成年设定，我小提是香香软软的少年。
安徽 , 299854465 , 未知 , 解忧无名时空旅行者 , 15 , 15 , 0 , 旅行者无论你从哪个世界来，从哪个世界去派蒙将会永远跟着你。
重庆 , 300043592 , 未知 , 侵晓窥檐语丷 , 3621 , 4 , 2 , 不利于须弥团结的话不要说
湖南 , 300124772 , 未知 , xing之祈愿 , 8 , 1 , 0 , 我将点燃大海！
四川 , 300128426 , 未知 , LYY你罗哥 , 337 , 398 , 1 , 我是水军
吉林 , 300134357 , 未知 , 栀夏127 , 156 , 2 , 0 , 111
广东 , 300160277 , 未知 , 朝歌暮离 , 43 , 0 , 1 , 无
陕西 , 300189659 , 男 , 蜀步晋级赛 , 55 , 12 , 0 , 3天50发，流萤娶回家
江西 , 300198185 , 未知 , 乞讨一 , 26 , 19 , 0 , ？
河南 , 300199121 , 未知 , 琴主C的逆行者 , 11 , 0 , 0 , 
广东 , 300259078 , 未知 , 红月长空 , 5 , 9 , 0 , 
山东 , 300297808 , 男 , loioioj , 65 , 13 , 0 , ...
广东 , 300337938 , 未知 , Hatoko鸠子 , 868 , 36 , 2 , 知识即为尺度，穷尽真理，根除谬误
重庆 , 300341780 , 未知 , 原http , 43 , 17 , 0 , 祝我与各位不歪
广东 , 300361311 , 男 , 德丽莎大人了 , 1966 , 189 , 19 , 欢迎交流 超级无敌喜欢 ‘  布洛妮娅-切依扎克  琪亚娜-卡斯兰娜  雷电芽衣＇(=^▽^=)
浙江 , 300416583 , 未知 , 未有之梦啊 , 39886 , 78 , 97 , 
安徽 , 300417819 , 未知 , 道施 , 454 , 14 , 1 , 系统原装签名
湖南 , 300460867 , 未知 , 夏X墨 , 56694 , 332 , 77 , 只要不失去你的崇高，整个世界都会为你敞开。
河南 , 300494171 , 未知 , 季末龙吟月 , 844 , 0 , 3 , 真的没想到有一天会被称为水军，称为游戏的毒瘤，难道只有对米哈游绝对忠诚的人才配称为玩家？
浙江 , 300533511 , 未知 , 狗郭 , 6 , 5 , 0 , 帅锅
山西 , 300535966 , 未知 , 高木同學 , 100 , 11 , 0 , 高木同学天下第一
四川 , 300550546 , 未知 , 萤火x , 824 , 7 , 0 , 与其选择别人都说强的角色不如让自己喜欢的角色变强
四川 , 300551707 , 未知 , 神姑姑 , 32 , 13 , 1 , ！！
福建 , 300552296 , 未知 , GuangJ , 9 , 3 , 0 , Struggle
云南 , 300557492 , 未知 , 曲靖周杰伦 , 17 , 0 , 0 , ……
辽宁 , 300585740 , 男 , 抽卡不要歪家人们 , 1874 , 41 , 2 , (已畏惧)不敢再恶意充钱了😭
安徽 , 300643429 , 未知 , 2021星尘 , 523 , 30 , 10 , 👿
江苏 , 300664879 , 未知 , 厌逐尘 , 287 , 36 , 1 , 阿巴阿巴阿巴
贵州 , 300686187 , 未知 , 咲雪儿 , 2 , 0 , 0 , 
河北 , 300713115 , 男 , 下月底抽谁 , 109 , 4 , 2 , 
广东 , 300738957 , 未知 , 随时随地睡觉觉 , 114 , 0 , 0 , 每天都在纠结吃什么🤔
安徽 , 300772391 , 未知 , 可我喜欢白色 , 32 , 17 , 0 , 你说对吧
广东 , 300778493 , 未知 , 景上绘离 , 5 , 17 , 0 , 系统原装签名，送给每个小可爱～
广西 , 300822277 , 未知 , 忠于终于 , 8 , 0 , 0 , 
江苏 , 300828932 , 未知 , 枳久 , 205 , 0 , 0 , 我爱中国🇨🇳
广东 , 300929567 , 未知 , 踏疾風入妳懷 , 632 , 11 , 1 , 无事伴心弦，所念皆所愿
江西 , 300945913 , 未知 , 我想靖静 , 95 , 29 , 0 , 1016
重庆 , 300986807 , 未知 , 三七的呼噜 , 112 , 0 , 0 , 呼噜呼噜
广东 , 301031785 , 未知 , 风男都是我亲亲老婆 , 10910 , 28 , 21 , 全体风系小男孩都是我的老婆(˵¯͒〰¯͒˵)
黑龙江 , 301088828 , 未知 , 阿鳴2333 , 0 , 13 , 0 , 求祥瑞降于吾身
上海 , 301113523 , 未知 , 南山筑篱 , 40 , 8 , 0 , 我不是勇者！我是阳光开朗大男孩！
湖南 , 301133768 , 未知 , 至此没 , 1054 , 0 , 0 , 正是因为无法更改，不可违逆，只能接受，命运才会被称之为命运
福建 , 301217742 , 未知 , 我只是飘过的 , 1854 , 13 , 2 , 我只是飘过的
江苏 , 301252578 , 未知 , 卿晨逛 , 111 , 0 , 0 , 666
四川 , 301305180 , 未知 , 在逃邪眼公子 , 4316 , 58 , 15 , 夏虫不可语冰
云南 , 301313622 , 未知 , oshinoicya , 246 , 0 , 0 , オチャオニマサビmhy
广西 , 301325903 , 未知 , 懒人芽 , 1 , 12 , 0 , 慢
河南 , 301379827 , 未知 , 极光迪文 , 1 , 1 , 0 , 
上海 , 301397609 , 未知 , 龍尨龙 , 22 , 1 , 0 , 
湖南 , 301426103 , 未知 , ALIPH级胡桃 , 7502 , 11 , 9 , 
河南 , 301437916 , 未知 , 命运过家家 , 983 , 22 , 8 , 
重庆 , 301453074 , 男 , 岁月的静好 , 17 , 16 , 0 , ．
广西 , 301454634 , 女 , by小青雀 , 99 , 19 , 0 , 什么玩意
浙江 , 301468817 , 未知 , JUN不醉 , 254 , 25 , 0 , 
四川 , 301469572 , 未知 , 世000 , 120 , 15 , 0 , 启动！！！
浙江 , 301480134 , 未知 , mxzssw , 61 , 8 , 1 , 米油吃监督员，有米不玩喵～😋
青海 , 301501599 , 未知 , 空空爱摸鱼 , 85 , 1 , 0 , 
安徽 , 301514488 , 未知 , 迪迦奥特曼阿 , 603 , 27 , 17 , 为胡桃痴！为胡桃狂！
山西 , 301554077 , 男 , 枫i晚 , 1713 , 12 , 3 , 。。
广东 , 301571565 , 未知 , riZYL , 67 , 0 , 0 , atat
北京 , 301650851 , 未知 , 帆之Dream , 3 , 9 , 0 , 求带
河北 , 301661184 , 未知 , 我们的距离刚刚好 , 14 , 1 , 0 , 嗯嗯
福建 , 301680633 , 未知 , 为了拯救世界而出生 , 29 , 9 , 0 , 。。
贵州 , 301714320 , 男 , YZMB雨中漫步 , 7 , 0 , 0 , 这个人很懒，他什么也没留下
江苏 , 301796274 , 未知 , 是乐啊 , 161 , 26 , 1 , 
浙江 , 301810968 , 未知 , 万法一剑 , 2 , 22 , 0 , 
山东 , 302002072 , 未知 , 原神老吕 , 43 , 6 , 0 , 老米，你的良心不会痛吗
四川 , 302023045 , 未知 , 谷桑桑 , 13 , 0 , 0 , 
上海 , 302031943 , 男 , 歆安理得 , 6385 , 27 , 8 , 要一起玩吗？
陕西 , 302047690 , 男 , 比香色 , 96 , 15 , 1 , 1
江苏 , 302066133 , 男 , 都发 , 6 , 4 , 0 , 
江苏 , 302079892 , 男 , 起源幻境 , 703 , 127 , 1 , 
陕西 , 302238792 , 未知 , 钻灯饰 , 386 , 3 , 0 , 
江苏 , 302270800 , 未知 , 万能的口袋 , 80 , 0 , 0 , 
甘肃 , 302276005 , 男 , 弗善洁者 , 1470 , 9 , 0 , 你说的对，但我还有两个问题，第一个：这是学校还是监狱，第二个：罪犯应该待在学校还是监狱
广东 , 302276282 , 未知 , 心中有希望 , 2 , 21 , 0 , 开始探险
河北 , 302279500 , 未知 , 霜伍 , 44 , 2 , 0 , 
北京 , 302371485 , 未知 , 居云驰月 , 351 , 52 , 0 , 系统原装签名，给每一位小可爱～
四川 , 302379082 , 未知 , 幽蝶能留一缕芳香 , 36882 , 67 , 27 , 这个不完美的故事，正在变成我们所期望的样子
河南 , 302384119 , 男 , 诗王星子 , 810696 , 140 , 1487 , 这个人很氵水淼㵘，什么都没有留下
贵州 , 302466848 , 未知 , 繁星为伴 , 221 , 4 , 0 , peace and love
新疆 , 302506605 , 未知 , 柠萌七不六 , 156 , 0 , 0 , 亻尔女子口马
重庆 , 302522156 , 未知 , 朝暮羡鱼 , 61 , 6 , 0 , 朝暮
湖南 , 302565078 , 未知 , 星际hacker , 3175 , 24 , 3 , 我永远喜欢银狼，流萤，芙宁娜
广西 , 302581890 , 未知 , 欧煌必没 , 18 , 3 , 1 , 诶嘿
广西 , 302616955 , 未知 , 火炎淼焱燚 , 524 , 25 , 3 , 温暖的灵魂终将相遇•᷄ࡇ•᷅
江苏 , 302687616 , 男 , 雨秢 , 34 , 19 , 1 , 契约已成，食言者当受食言之罚𒆙
贵州 , 302712613 , 未知 , 稻妻五星工具人 , 152 , 3 , 0 , 😯👉wow
福建 , 302757227 , 未知 , 介个萝莉有点萌 , 79 , 0 , 0 , 给每一个萌新送温暖
安徽 , 302760651 , 未知 , 紫宸l , 89 , 0 , 0 , 。。
陕西 , 302766179 , 未知 , 正反应速率 , 973 , 3 , 0 , 
山东 , 302781529 , 未知 , 不玩星穹铁道的开拓者 , 16296 , 66 , 55 , 梦想成真
山东 , 303015064 , 未知 , 噬夜噬夜 , 21 , 8 , 0 , 
湖南 , 303032275 , 男 , 是冯大人啊 , 15 , 1 , 0 , 小可爱呢
湖南 , 303034514 , 未知 , 永远喜欢神山识 , 881 , 13 , 0 , 善不是一种学问，而是一种行为。
四川 , 303151107 , 男 , 乙理呦 , 3445 , 4 , 0 , ლ—(°◡°)-ლ
河南 , 303185109 , 未知 , 贞德3 , 9 , 2 , 0 , 呼啦啦~
广东 , 303198998 , 未知 , 区个 , 13 , 49 , 3 , 。。。
北京 , 303223944 , 未知 , 周鲂 , 134 , 22 , 3 , 
山东 , 303257587 , 未知 , 换名字了 , 42 , 0 , 0 , 努力华馆套中
河南 , 303298805 , 未知 , syg247 , 1112 , 16 , 2 , 。。。
河南 , 303299268 , 女 , 浅羽红尘 , 22 , 10 , 0 , 我想要五星和六命。
陕西 , 303301778 , 未知 , 无心终了 , 916 , 3 , 1 , 再接再厉
江苏 , 303327162 , 未知 , 爱吃锅巴的莹 , 119 , 13 , 1 , 大树追光，日照迷惘
广东 , 303371236 , 未知 , 爱嗦米粉的种树 , 27 , 8 , 0 , 凝光的御前老公
广东 , 303417717 , 未知 , BitchMastermind , 209 , 0 , 2 , 呵呵呵呵呵呵呵呵呵呵呵呵呵呵呵呵呵呵呵呵呵呵呵呵呵呵呵呵呵呵呵呵呵呵呵呵呵呵呵呵呵呵呵呵呵呵呵呵
广东 , 303471791 , 未知 , 邓国放 , 7 , 8 , 0 , 6
湖北 , 303472539 , 未知 , 開摆 , 29 , 1 , 0 , 嘤嘤嘤
广东 , 303488886 , 未知 , Menuxin , 182 , 12 , 0 , 啊哈
浙江 , 303498188 , 男 , 方法88858 , 8 , 0 , 0 , 爱你
山西 , 303511954 , 未知 , 够呢很 , 8 , 16 , 0 , 点开我主页干嘛？
江西 , 303555501 , 未知 , DarlingViolet , 9792 , 8 , 9 , 苦命的大保底人😭😭😭
江苏 , 303586681 , 男 , 盏茶浅抿m , 175 , 43 , 2 , 星灯愿
天津 , 303612706 , 未知 , 你们的皇帝 , 2 , 0 , 0 , 小保底不歪
浙江 , 303636576 , 男 , Bluefire烬 , 24341 , 197 , 11 , 嗝
湖南 , 303637690 , 未知 , 铭de心事 , 6 , 1 , 0 , 时铭
山东 , 303654709 , 未知 , 好呗吗 , 247 , 9 , 2 , 咦
海南 , 303671862 , 未知 , tripsxxx , 52 , 3 , 0 , 五
广西 , 303696500 , 未知 , 隐若云间 , 20 , 14 , 0 , 594
广东 , 30371354 , 未知 , NxotfUdCnSw , 14 , 8 , 1 , 。。。。
广西 , 303788280 , 未知 , 到处跑的一只大佬 , 41 , 1 , 0 , 保底不歪
湖南 , 303816986 , 未知 , ni要不要进我的妙妙屋 , 1237 , 6 , 1 , 哦吼
湖北 , 303823160 , 男 , 三游戏连着非啊mhy , 853 , 14 , 5 , 我也想当次狗托
重庆 , 303833328 , 未知 , 迁其 , 11 , 1 , 0 , 
湖南 , 303846026 , 未知 , 哇咔哇咔杰 , 25 , 6 , 0 , 爬
湖南 , 303887990 , 未知 , 水鬼水鬼快睡吧 , 6859 , 20 , 3 , 我是劝睡侠
广东 , 303931380 , 男 , C旅者C , 56 , 3 , 0 , 头
河南 , 303964950 , 未知 , 钟老爷子开盾 , 66 , 15 , 0 , 富人入池，钟离不歪！
浙江 , 303973386 , 未知 , jāckdai , 2713 , 11 , 2 , 这个人很懒，他什么也没留下～
江西 , 303980779 , 未知 , 欧勒希 , 125 , 56 , 3 , 
山东 , 303982813 , 男 , 我还在想你鸭 , 26 , 21 , 0 , 究竟怎样的结局，才配得上这一路的颠沛流离。
广东 , 304022523 , 未知 , bbs飞翔使 , 116 , 9 , 0 , 非原装签名
山东 , 304063265 , 未知 , 阿巴巴巴1111 , 39 , 17 , 0 , 非洲欧皇在线抽卡
重庆 , 304071560 , 未知 , 月儿从不失约 , 632 , 2 , 8 , 你们急什么？
河南 , 304131507 , 女 , 十一没有遗憾 , 23 , 2 , 0 , 快去看书？！
山西 , 304216700 , 未知 , 不知道说什么话 , 21 , 13 , 0 , 。
上海 , 304262076 , 未知 , 再见二丁目吧 , 564 , 16 , 0 , 萌新螺旋入坑
广西 , 304296467 , 未知 , 光会跑调 , 192 , 33 , 0 , 非系统原装签名
广东 , 304316265 , 未知 , Longerest , 1003 , 3 , 6 , 1
广西 , 304322989 , 未知 , 鱼固 , 5 , 8 , 0 , 
山东 , 304327471 , 未知 , 符叶海 , 275 , 13 , 1 , 
湖北 , 304333741 , 未知 , 就是鸡丝i说 , 3 , 1 , 0 , 哈哈哈哈哈哈哈
重庆 , 304348413 , 未知 , 影冽 , 1 , 1 , 0 , 
江苏 , 304401934 , 男 , 爤爤鏾鏾 , 7575 , 102 , 9 , 
广东 , 304430127 , 未知 , 会永远爱寻 , 10 , 5 , 0 , 
陕西 , 304438589 , 未知 , lqyLQY , 636 , 1 , 0 , 从此不给原神充一分钱，除非1删除散兵2再做一个武神钟离3策划收起你的傲慢，否则你游早晚药丸
广东 , 304455122 , 男 , 聖宸 , 19 , 147 , 1 , 当一个人开始想要改变世界的时候，才发现自己力量的渺小 穿梭于无尽世界之间，永恒轮回的不沉之船
广东 , 304464881 , 女 , 提瓦特品水鉴赏家 , 15186 , 50 , 34 , 水龙水龙别哭啦！！！
河南 , 304498843 , 未知 , 吃瓜少侠 , 9 , 16 , 0 , 王小美超市
湖北 , 304576434 , 未知 , iCey , 14 , 0 , 0 , 诶嘿
江苏 , 304592222 , 未知 , 七海麻美小姐的狗 , 22 , 0 , 0 , 
